,Question,Answer
104,are the actions by the government (or fedral reserve) to curtail inflation guaranteed to work?,"the fed certainly has the tools to slow the economy and reduce the inflation rate. the problem is their actions can put the economy in reverse – meaning a recession. this is what happened forty years ago when the inflation rate was in double digits. the fed was able to reduce the inflation rate from 13% to 3% within three years, but the cost was two recessions in those three years."
105,how the actions by government to curtail the inflation could impact investments?,"typically, the stock market reacts negatively to increases in interest rates. an exception is if equity investors expect the interest rate hikes will quickly subdue inflation. however, if stock market investors expect the fed’s actions will bring on a recession, stock prices would likely fall."
106,how long until prices drop?,"price declines can't be predicted, but there are mechanisms to contain them, like interest rates. to slow the economy and inflation, the federal reserve raises rates. the federal reserve was able to “break the great inflation” using this strategy, and if it can be done under the one-two punch of inflation and high unemployment that occurred in the 1970s and 1980s, there’s reason to believe it can be done now. and we've got another thing working for us in today’s economy – the amazon effect, which is all about price transparency. with the ease of online shopping, you can find the best deal on just about anything, which makes high prices harder to sustain."
107,should i make any changes to my retirement plan due to inflation?,"the answer to that question depends on your investment time horizon—which one of these scenarios applies to you. even though rising prices may make you question your long-term financial goals, don't chase performance or try to time the market as these tactics are rarely successful and highly risky. however, now is a great time to review your portfolio. you may find that you already have inflation protection within your diversified portfolio, but you may find it helpful to talk with your financial professional who can provide insight into how inflation is affecting your investments."
108,i’ll be working for at least another 20 years. should i make any changes to my retirement plan due to inflation?,"if you still have a fair amount of time before you plan to retire, consider maintaining your position in a well-diversified equity portfolio and continue to follow the investment plan laid out by your financial professional. this strategy makes sense even in a down market because historically equities (stocks) have annualized gains of 7% to 9%. for example, between 1990 and 2020, the s&p 500 index’s annualized gain was 7.5% (excluding dividends), which outperformed inflation."
109,i hope to retire within the next 10 years. should i make any changes to my retirement plan due to inflation?,"if you’re approaching retirement, then you have less of a runway to make up for market swings or lost savings due to rising prices. you may consider further diversifying your equity portfolio, and potentially shift a portion of your investments toward annuities. annuities generally present a lower risk profile and can provide an income stream. inflation-adjusted annuities, which have variable cash-flows that adjust for inflation, may be another option to consider to further reduce risk as you approach retirement."
110,i’m retired. should i make any changes to my retirement plan due to inflation?,"if you’re already retired, you will likely want to stay in low-risk investment vehicles whose objective is to help your portfolio to continue providing the funds needed to cover your retirement lifestyle. typically, financial professionals advise retirees to have a mix of annuities and bonds, which are historically low-risk and meet or beat inflation. inflation-adjusted annuities may also further reduce your risk."
111,is the global economy nearing recession?,"financial markets are officially stressed out. high and persistent global inflation coupled with a rapid ascent in interest rates has equities on pace for their worst year since the financial crisis. long-term u.s. treasuries are faring worse with the biggest annual price decline in 40 years. financial market fears are captured in the financial stress index (fsi, chart 1). the index is now at levels similar to the european sovereign debt crisis of 2011/2012 and the oil shock of 2015. these periods corresponded with slowing economic growth, but not a recession. as tough as times seem for financial markets, volatility would need to surge even more to correspond to the stress levels of the last three recessions of 2020, 2008, and 2001. yet, there are nuances beneath the narrative offered by the aggregate index. one area of note is the u.s. treasury market – typically the safe haven for investors in times of trouble (see dollars & sense). however, the pace of federal reserve interest rate hikes alongside quantitative tightening have shocked the bond market. investors in the u.s. 30-year treasury bond have lost approximately 36% of the value of their investment over 2022. the aggregate fsi masks movements in the treasury volatility index, which is comparable to the 2020 and 2001 recessions. (see question 3 for details of treasury market illiquidity.) the other nuance within the fsi is related to duration. although the peak level of stress within north america is not comparable (yet) to recession periods, risk aversion is being sustained longer than prior comparable periods. duration matters in its capacity to undermine wealth and confidence within the economy. and, since stress-levels are starting from an unfavorable position, it's possible that relatively minor surprises on the global or domestic front can fray investor nerves more than what would normally occur during prior historical periods."
112,does financial stress risk toppling ems and global stability?,"the trade-weighted u.s. dollar has appreciated 10.5% so far this year, with much of that occurring in the past 8 months. the combination of a rising u.s. dollar and rapid interest rate hikes within advanced economies gives pause on whether the global economy can get sideswiped by a balance of payment and debt crisis in emerging markets (ems). these economies have a substantial volume of debt coming due in the next two years and, for some, a large share is denominated in u.s. dollars (for more details see our recent report). this is a greater risk for nations reliant on oil imports, as the dual force of rising prices and a rising greenback drives a terms-of-trade shock that risks draining their reserves. fortunately, ems amassed considerable reserves over the years that continue to be sufficient to offset the current balance of payment challenges. despite sharply reduced capital flows, many maintain reserves in excess of minimum recommended levels (chart 2). however, nothing is ever static. even for those still within a ""safe zone"", financial stability would unravel if a global event evolves towards a larger shock on the scale of the asian financial crisis (1997-1998) or the global financial crisis (2008-2009) periods. our view is that, for most countries, ongoing outflows and falling reserve balances should be manageable through next year. the immediate risk over the next 12-to-24 months is that inflation in the u.s. proves to be even more persistent than expected, cornering the fed to significantly extend rate hikes beyond the current market pricing of roughly a 5 percent terminal rate. further policy divergence would further pressure capital outflows from ems, accelerating the deterioration in their accumulated reserves."
113,how exposed is europe's economy to a bad winter?,"so far, the evidence suggests the answer is no. u.s. treasuries are the ultimate safe asset for the global economy and support the systemic stability of institutions across the market. recently, market depth (the ability to trade large market orders without impacting the price) and bid-ask spreads (the difference between the highest price that a buyer is willing to pay and the lowest price that a seller is willing to accept) have deteriorated. there's growing caution in intermediating large-sized orders and the increased costs of trading in the environment of increased volatility. according to the financial stability report, the u.s. treasury market continued to function smoothly in the third quarter, but measures of trading costs remain elevated, and liquidity is reduced. the bloomberg u.s. government securities liquidity index tracks average yield deviations from fair value, and reached a high of 3% on october 31st (chart 3). the recent deterioration started when the fed began to reduce accommodative monetary policy. the gap has since grown larger alongside the policy rate. on its own, a rising policy rate should not result in increased fragility and a fixed income securities sell-off is unavoidable during a rising rate environment. however, heightened uncertainty about the future path of monetary path has injected more instability into an already vulnerable environment. the fed's quantitative tightening (qt) also removes a key buyer from the market. since june, the fed has reduced its nearly nine trillion-dollar balance sheet by no longer reinvesting the proceeds of maturing securities. by design, the monthly run-off of treasuries has been accelerating over four months, reaching the desired cap of $60 billion in october. at this pace, over the next year, there's as additional $700 billion in government securities that needs to be absorbed by the private sector. in 2017, then-chair janet yellen compared the fed's balance sheet reduction to “watching paint dry” – a process that would go unnoticed in the background. however, in practice, that round of qt ended with a stress episode in the repo market in 2019, when increasing reserve scarcity prevented banks from lending in the money markets where demand for cash drove repo rates higher (chart 4). this isn't the case today, but more financial tightening lies ahead and it's possible that qt could be akin to watching milk boil. everything looks fine, until it suddenly isn't. where that temperature lies remains a trial-and-error exercise, and any market dislocation that risks the smooth functioning of financial markets would quickly prompt the fed into action on a resolution. the repo market experience led to an establishment of a domestic standing repo facility (srf), which should serve as a backstop in money markets. by providing funds in the srf, the fed can support a ceiling on repo rates, reducing the potential for disruptions. in the current environment, this facility alone won’t solve all problems in the treasury market and there are already proposals being explored as key backers of the u.s. treasury market – the primary dealers – face restraints to warehouse government securities under tougher regulations post-global financial crisis. since then, the dealers' share of government holdings declined by 15 percentage points, reducing their ability to intermediate market activity. the department of the treasury is discussing a government securities buyback program, which would effectively swap highly liquid treasuries for less liquid ones – a measure that will provide tactical relief and balance sheet space to dealers. in addition, more fundamental reforms are currently under discussion with proposals ranging from universal central clearing of all trades to creating an ""all-to-all"" trading market resembling the equity market, thereby removing primary dealers from the equation. wherever the new policy lands, it will take some time to implement. in the meantime, there's always a risk that the fed may be forced to respond in advance to any outsized treasury market stress. absent this, we expect the fed to wrap-up its qt program by early 2024."
114,is there something good expected in 2023?,"as 2023 unfolds, a weakening global economy will become more apparent. this weakening is already helping to cool goods inflation as the shortages and supply chain snarls that kick-started the year-long burst in inflation are beginning to fade. softening demand for goods has freed up space for transportation. freight rates by ships have fallen rapidly – down more than 70% since the fall of 2021. manufacturers are now able to ""catch up"" and clear order backlogs. global pmi readings show that backlogs of work have contracted for four months in a row, while pressures on manufacturers' supplier delivery times have eased to a two-year low. both are more in line with pre-pandemic norms. as expectations for further economic deterioration in 2023 build, the astronomical rise in commodity prices is also unwinding (chart 5). looking forward, the lagged transmission of upstream to downstream prices will wash out, and these influences will make their presence more known in consumer prices."
115,what's the impact of high interest rates and inflation?,"there is little doubt that households are being squeezed by the highest inflation in 40 years and the sharp increase in interest rates. even so, discretionary spending in the u.s. has not collapsed. higher frequency data still indicate that consumers are willing to open their wallets for travel, eating out at restaurants, live entertainment, and personal care services. however, this is coming at the expense of more recreation related goods purchases, which had soared during the pandemic. time will take its toll on consumer spending patterns. spending is outpacing income growth, causing the savings rate to steadily decline among u.s. households. the same is true for holdings of excess savings. at the current pace, we estimate excess savings accumulated during the pandemic will be eliminated within roughly a year (chart 8). this is a good news, bad news story. the good news is that a cushion remains to absorb higher prices and any remaining pent-up demand. the bad news is that it is not sustainable. it is more likely that precautionary behavior will kick-in well before households ever exhaust their savings, leading to a more moderate pace of consumer spending. fortunately, this cycle has another unique characteristic relative to the prior one. the deleveraging cycle that came to mark the post-gfc period can still be seen by the low debt-to-income ratio today. this means that the increase in u.s. household debt-servicing costs is more manageable. and this time around, american mortgage holders are more skewed to a 30-year fixed rate that helps insulate from payment shock on renewal."
116,how long does a typical recession last?,"the average modern-day recession has been 11 months long, according to nber data. that said, time frames can vary. the pandemic recession in early 2020, for example, lasted just two months — the shortest on record — while the great recession of 2007 to 2009 dragged on for 18 months."
117,how does a recession affect the average person?,"far-reaching job losses are one of the biggest ways recessions hit home — and they can quickly snowball into even more dire problems, such as eviction or foreclosure. but even those who stay employed can be hurt: it can be harder to switch jobs or get a raise. small businesses are more likely to fold. and for young adults entering the labor force during a downturn, it can take years to make up for spotty employment options and low starting pay. “at the end of the day, recessions are bad because people suffer financially,” sahm said. “they’re a big hit, and they touch everyone.”"
118,what should i do to protect my finances before a recession?,"this can be tricky, economists and financial advisers say: the right decision for individuals is generally to put off spending and save for a rainy day. but that’s often not what’s best for the economy. “when people cut back on spending in a recession, that makes the recession even worse because when they’re not spending then they’re not creating income for others,” sinclair of gwu said. in general, though, she said households and businesses should make sure their money isn’t all in one place. keeping investments spread out across a range of stocks and bonds can protect from huge swings in any one market. and it’s important to stay patient. long-run trends are more important than short-term changes in value. michelle singletary, the washington post’s personal finance columnist, agrees: “feel what you feel, but don’t make irrational moves based on your fear,”. singletary advised against making major stock portfolio changes and said individuals should instead focus on paying down credit card debt, particularly as interest rates rise, and rebuilding savings. recessions can also be a good time to go back to school. “the unemployment rate is consistently lower for people with a college degree, so this can be a way to insulate yourself a bit from the business cycle,” she said."
119,is a recession coming? how soon?,"that’s the big question of the moment. at this point, many economists say they expect a downturn next year, although the outlook is changing by the week. deutsche bank, the first major bank to predict a 2023 recession, is now forecasting an even “earlier and somewhat more severe recession.” the bank’s chief economist now expects the u.s. economy to shrink by about 0.5 percent next year and the unemployment rate to peak near 5.5 percent in 2024. “our current forecast has the economy skirting close to recession in the first half of [2023],” deutsche bank economists wrote in a research note this summer. “a more severe tightening of financial conditions could, therefore, easily pull forward recession risks to around the turn of the year.”"
120,how do we know if we’re in a recession?,"an official recession often isn’t called until things get pretty bad. during the great recession, for example, the nber didn’t announce until december 2008 that a recession had begun a full year earlier. but even before it is official, there are plenty of warning signs that can point to a souring economy: job losses typically rise, wages stall, and families and businesses stop spending so much. the job market in particular can hold many clues. the economist claudia sahm, for example, has come up with a way to recognize recessions in the early stages based on changes in the unemployment rate. “unemployment rises in recessions, which is why they’re so bad and broad-based,” sahm said. “the unemployment rate usually isn’t the first thing to go bad, but once it starts rising in a recession, it tends to keep going.” by her measure, which is called the “sahm rule,” we’re nowhere near a recession: the unemployment rate is at a pandemic low of 3.6 percent, down from 5.9 percent a year ago. but, she added, the coronavirus crisis has blown many economic conventions out of the water, so it’s anybody’s guess whether past trends will hold true the next time around. “it is a pattern we’ve seen over time, but it does not mean it is a rule of nature,” she said. “there is no crystal ball.”"
121,what is recession planning?,"in order to overcome the economic uncertainty that occurs during a recession, the majority of businesses commonly employ a variety of strategies to prevent failure. recession planning is the process of preparing for a downturn by establishing strategies for your company’s survival, such as keeping cash, hiring less employees, and more."
122,how recession affects startup businesses?,"a recession would have a greater impact on startups and other small businesses than on established businesses. other firms would not risk investing in startups at these periods of increased risk, and managing a business with less cash flow would be more complex. startup businesses often create single items/services and rely on a single revenue stream. startups suffer when their single product fails to capture the market’s sales pitch. over this lack of size, the great majority of small firms have less financial flexibility, market strength, and influence within their market to weather the storms of a recession. take a sneak peek at the ideas to make your startup business successful and develop a recession-proof business plan."
123,how to financially plan for a recession?,"to keep your firm afloat during the recession, you must arrange your finances beforehand. here are some suggestions to help your business thrive even during a downturn. evaluate your monthly expenses. focus on maintaining an emergency fund. have an alternate revenue plan. analyse your investment and cash flowpay off your highest debt at the earliest."
124,"how to survive recession when you are a startup in the midst of a serious economic crisis, you are at a crossroads in terms of saving your company and money.","preparing for the recession helps protect your tech startup company from potential threats and failures. planning ahead of time is crucial for your company’s survival throughout the recession. simple recession planning in advance will prevent you from potential risks and mark your brand popularity even during downturns. if you have a perfect plan in place to establish during a recession, you can avoid the odds. 1. diversify revenue diverse revenue will stem from a diverse business plan. it would be beneficial to have a recession-proof product or service on hand during difficult economic times. this would give you a steady income. if you have a number of services, your cash flow will be stable even if some do not make income. 2. reduce your expenses reduce expenses that you believe are unnecessary for the organisation. avoid activities that do not contribute significantly to the company’s growth. keep an eye on your purchasing and selling ranges and the profit scale. cut the expenses that are chewing up much of your capital. instead of recruiting additional staff, consider outsourcing your services. take a quick look at the different sources of funding to grow your startup if you are looking for cool ways to raise capital for your business firm. 3. save some money keep some money in your account to avoid becoming cash strapped. in an emergency, this would come in handy. make a cash reserve to keep your business intact. this would allow you to meet your company’s purchasing needs while also consistently paying your employees. 4. keep debts low maintaining debts is not a risky activity when the economy is doing well, but it can be difficult during a crisis. keeping track of your bills can save you a lot of headaches in the long run. inadequate cash flow management can have a negative impact on your company’s growth. taking additional capital through new loans may be a bad option during these times. this could put you in a lot of debt. suggested read: how to optimise your team for business growth 5. implement a different business approach continue to try out fresh business approaches. talk to your employees and focus on exploring innovative business strategies. if you believe you know how to make your business stand out, check trying several marketing techniques. if you own a restaurant, consider selling your treats through door delivery. if you are a courier service, offer to pick up and deliver to your customers at their convenience. 6. balance the employee base your employees are the backbone and soul of your company. deal with the recession wisely and choose not to lose them. your employees will rely on the income you provide, so set aside funds to pay them even in times of crisis. uphold your employees and battle the recession together. the good times are not far away. 7. stay active in business you would have had a solid consumer base prior to the downturn. connect with your customers to keep your business alive. regardless of the recession, loyal customers will always choose you. having exchanges with suppliers and customers will help your business grow significantly. 8. focus on marketing when businesses are struggling during a recession, it is natural that you would lose focus and stop marketing activities. stopping your marketing operations can put your business on hold and slow down your progress, taking you off your customer’s radar. the key to pushing your business again is marketing. keep branding strategy consistent to promote your business and reach out to your customers."
125,which industry is recession-proof?,here are few top industries that are recession-proof: healthcare industry consumer essentials technology and it accounting and tax service education
126,what do businesses do best in a recession?,"during recession it is natural that customers cut their expenditure. when sales begin to decline, firms frequently cut costs, drop prices, and postpone new investment in order to survive the crisis and preserve stability throughout the economic slump"
127,why are we seeing layoffs if the labor market is so tight?,"alongside the recent wave of startup layoffs, several major corporations have let workers go in recent months, including verizon and t-mobile, goldman sachs, walmart, oracle, and gannett. but brian brackeen, general partner at lightship capital, a venture-capital firm in the midwest, cautions against reading too much into them. he tells me: “the layoffs you see are sector-focused. the economy has become so large that pockets can have microeconomic instability while the macroeconomic picture is positive.” in technology, where layoffs have been especially widespread lately, “investors are no longer plowing money into bad silicon valley ‘unicorns’ because of the markdowns in the private and public markets. the lack of fast and easy capital has made startup ceos lower their costs and lay off staff,” brackeen explains. “at the same time, a healthcare ceo can’t hire fast enough, and has seen little impact to their business by things like interest rates or a lack of venture capital.” and layoffs may not be the right metric to pay attention to, anyway. “layoffs are dramatic and easy to point to. what causes most of the big rises in unemployment is a reduction in hiring,” kimball says. “the journalism is starting to improve on that, where rather than talking about layoffs, we talk about the reductions in vacancies and a climate of more cautious hiring.”"
128,how to explain the claim by experts that the current labor market is still very tight?,"according to glassdoor’s lead economist daniel zhao “the strength of the labor market helps tamp down recession fears. it would be extremely unusual to be in a recession where we’re still adding hundreds of thousands of jobs on a monthly basis,” he says. “if the economy does continue to slow and drag down consumer demand, then that will likely have an impact on the labor market, but it may take time for that impact to show up.” but, he adds, “the question of whether we’re in a recession right now or not is semantics. whether we’re in a recession or not doesn’t change the facts on the ground. lower-income americans have felt the brunt of the pandemic and high inflation now over the last two years. and if a recession does begin, rising unemployment will likely hit lower-income americans harder.”"
129,what could have prevented the recession? what are we learning?,"we are turning to economists now to understand this maybe-recession, but in some ways, we’re too late. kimball (an economics professor at the university of colorado boulder) wishes he and his colleagues had been as popular for the last few years: “i wish economists had been brought into pandemic policy more,” he says. “what they would have said is to spend less on fixing the economy and spend more on fixing the pandemic … preventing the spread of the disease itself.” kimball said “by now there should have been a randomized trial not just for high-risk people, but for everybody. we should be spending a lot more money on the science.”"
130,where can people suffering from recession turn for help?,"depending on the location, there are several programs that many people have been focused on over the last few years, such as unemployment insurance and there are others that have not received as much attention, for instance, supplemental nutrition assistance program (snap), which provides families with money for groceries each month, is notable, for recently undergoing “the largest permanent increase in benefits in the program’s history, raising average benefits more than 25 percent above pre-pandemic levels.” affordable connectivity program (acp), a provision of the bipartisan infrastructure law passed last year, gives eligible households a discount of $30 per month on their internet bills and a one-time discount of up to $100 to purchase a laptop, desktop computer, or tablet. low income home energy assistance program (liheap) helps low-income families manage costs associated with home energy bills, energy crises, weatherization, and energy-related minor home repairs."
131,how to prepare your small and medium-sized enterprises (smes) for tough times?,"if your sme has survived the pandemic, it’s likely the bones of your strategy are already in place but you should revisit and adjust to this new reality. much like the strategy for large enterprises in many ways, small businesses having a clear handle on their numbers is the best starting point. first, you need to deeply understand your revenue and cost, then model out different scenarios such as ‘no change’, ‘moderate reduction in business’ and ‘total catastrophe’. that way, you’ll build out or rework your business plan around the ‘moderate reduction in business’ scenario without skipping the other two possibilities. these activities will give you a good idea of your risks, possible opportunities, and sensitivities. expenditure and outgoings are a common reactionary go-to in hard times and, while you should examine these, you should also cut costs warily. one of the first places to consider is hiring. can you do more with the same or even less resources? additionally, look at your business activities. do you have ‘experiments’ happening in the business? maybe a marketing campaign you aren’t sure will work? cut things that aren’t ‘proven’ from your budget, and leave things that you already know work. unfortunately, the harsh reality is that some businesses will do better than others through this recession, and in some cases the logic isn’t always obvious. it could come down to whether or not your product or service is ‘nice to have’ or ‘critical’. it may vary by industry, but you have to be real with yourself about how disposable your product or service is. ‘nice to have’ isn’t always bad, it’s really about how you position it. lipstick sales historically go through the roof during a recession, as it’s considered a small but affordable luxury or ‘treat’ that people think is reasonable. it has the psychological benefit of making the buyer feel better during tough times. so, even though you may have a product or service that is ‘nice to have’, you can actually position yourself to be attractive during a recession with the right message or marketing."
132,what is a global recession and when was the last time it happened?,"although a global recession has no clear-cut definition, the term can be broadly referred to as a synchronized gdp (or per-capita gdp) contraction across many economies in the world, accompanied by a broad decline in various other measures of global economic activity. the world economy has rarely registered an annual contraction. in the post-war period, it happened only during the global financial crisis in 2009 and the covid-19 pandemic in 2020."
133,is the united states and europe in a recession or about to enter one?,"advanced economies are not in a recession, but their growth prospects have deteriorated. the us economy expanded again in the third quarter of this year, after contracting for two consecutive quarters, which is usually taken as the technical definition of a recession. even with negative or slower growth, job growth has remained relatively strong, and unemployment is low. nevertheless, growth in the us will remain sluggish going forward as continued rapid monetary tightening by the fed and weaker global demand will slow economic activity. apart from the us, other advanced economies are also decelerating substantially and the risk they will fall into recession in 2023 is significant. much of europe, in particular, is expected to experience negative growth in the fourth quarter of this year. this is primarily because the russian invasion of ukraine has resulted in elevated energy prices, particularly for natural gas, which are continuing to fuel inflationary pressures. the european central bank has aggressively hiked interest rates to tame rising inflation, which will further dampen growth."
134,what is causing the risks of a global recession to rise?,"the main reasons are the global monetary tightening cycle and possible escalation of the fallout from the invasion. central banks in advanced and emerging economies are facing increasing inflation and responding by repeatedly hiking interest rates. containing inflationary pressures is necessary, but synchronized rate hiking across the world means a global monetary tightening cycle. this increases the negative effects on global liquidity, as simultaneous policy rate hikes in different economies reinforce each other, tightening impact on global financial conditions. there is a risk that central banks may overdo it, underestimating the impact of their actions on inflation and the contractionary effects on the real economy. at the same time, risks of an escalation of the economic fallout from the russian invasion of ukraine cannot be ruled out. indeed, the gas leaks discovered on subsea russian pipelines to europe in late september and the missiles hitting poland's territory in mid-november indicate these risks are substantial. global oil and, particularly, gas prices are likely to remain elevated and they may even spike again, which worsens the global inflation outlook."
135,how would a recession in the united states and europe affect asia?,"a recession in the us and the euro area would affect asia mainly through trade. these two economies absorbed about 29% of the region’s merchandise exports in 2021. the effects are likely to be layered. first, lower consumer spending in the us and euro area would dampen asia’s export prospects. more open economies—such as the people’s republic of china, the republic of korea, and singapore—would suffer a larger impact. next, slower growth in the people’s republic of china—which exports about 30% of its merchandise to the us and europe—would decrease further the demand for imports from the rest of asia and create distortions to production chains in the region. some developing asian economies could also be affected via reversals of financial flows. during periods of heightened global uncertainty, investors often look for safe-haven assets, and this can result in substantial capital outflows and currency depreciation in emerging economies. such a development could fuel imported inflation, stifle consumer and business confidence, and give rise to balance-of-payments and debt-servicing difficulties in economies with weaker macro-fundamentals."
136,how should policymakers in asia respond to a possible global recession?,"greater coordination among monetary authorities across the world, as well as clearer communication of their planned tightening path to tame inflation, would make it easier for policymakers to choose the right policy mix."
137,how has the pandemic affected the poor?,"rising interest rates hurt the poor the most. for instance, if central banks in the region hike rates in response to monetary policy tightening in the us, domestic liquidity will be squeezed, and growth will slow. on the other hand, rapid increases in the us interest rates may lead to capital flow reversals, currency depreciations, and possibly an inflationary spike that would likewise damage growth prospects. either way, general economic conditions will get worse and, unfortunately, when that happens, people in poverty bear the brunt."
138,what is social mobility and how does it affect poor people’s ability to bounce back from the pandemic?,"social mobility is the ability of people to move from poverty to greater prosperity, or vice versa, within a society. there is evidence from pre-pandemic data that areas with higher levels of social mobility experienced generally faster reductions in poverty. with more equitable distribution of economic opportunities, those born into lower social classes can more easily reach higher status as their prospects are not strongly anchored to their initial socioeconomic status. during crises such as a pandemic, drivers of upward social mobility (e.g., human capital investments, credit markets, public investments, etc) may be severely disrupted. while the better-off may be able to mitigate adverse impact of shocks, the less well-off are unable to do so. hence, structures of disadvantage may start crystallizing, making it more difficult for poor and socioeconomically vulnerable people to exit the cycle of disadvantage. nonetheless, despite setbacks caused by the pandemic, simulations show that if economies in our region can revert to pre-pandemic growth prospects, it is possible to reduce extreme and moderate poverty rate in developing economies in asia to less than 1% and 7%, respectively, by 2030. however, about a quarter of the region’s population may still remain socioeconomically vulnerable. it is also important to note that there are a number of uncertainties surrounding these projections. first, economic growth may be affected by looming threats of stagflation, food insecurity, energy price shocks, debt burden, geopolitical tensions, and other risk factors. second, assuming that societies with higher levels of social mobility prior to the covid-19 pandemic can more easily revert to their former poverty reduction paths, the pandemic may have longer-term consequences that are yet unknown. for instance, the full implications of learning losses caused by school closures on future lifetime earnings and social mobility prospects may not be known for some decades."
139,what can governments do to help poorest and most vulnerable?,"having a wide social safety net, where people’s livelihoods and well-being are protected against socioeconomic shocks, may prevent many from falling deeper into poverty. those who have access to adequate social protection may be able to invest more resources in skills training and personal development, thereby boosting their social mobility prospects. in fact, some studies suggest that, before the covid-19 pandemic, more than one-third of the world’s very poor managed to escape extreme poverty because of social safety nets. as the covid-19 pandemic unfolded, governments ramped up social protection coverage to help poor and vulnerable groups cope with disruptions that threatened their livelihoods and well-being. these measures came in the form of new or modified cash transfers, new unemployment programs, unemployment insurance, food subsidies, and sickness benefits. it is important to sustain targeted social protection coverage as asia and the pacific moves towards post-pandemic recovery as there are a number of risks that threaten the region’s social mobility prospects. those most vulnerable to such risks require ongoing access to appropriate assistance."
140,"why do central banks, like the fed in the united states, raise interest rates?","central banks raise interest rates to curb accelerating inflation and safeguard price stability. the higher interest rate set by the central bank pushes up the lower limit for lending rates to firms and households, disincentivizing their consumption and investment. in turn, this reduces aggregate demand in the economy, thus lowering inflationary pressures. the policy rate set by the central bank thus acts as a fulcrum for the other interest rates. most recently, the united states federal reserve, often called the fed, and other central banks started raising interest rates in response to soaring domestic inflation. in the us, low interest rates and increased government spending in response to the pandemic resulted in a sharp demand recovery and a tightening labor market last year, compounding the inflationary effects of supply chain disruptions. russia’s invasion of ukraine further increased inflation by raising energy and food prices. the fed hiked interest rates in july 2022 for the fourth consecutive time. this is its most aggressive hiking cycle since 1981, which has already pushed borrowing costs to the highest level since 2019. inflation eased slightly in july but the decline seems not compelling enough for the fed to loosen its reins. indeed, chairman jerome powell has since pushed back against the idea that the fed may soon pivot toward a less aggressive policy. as such, the federal funds rate is expected to continue rising, especially with recently released core inflation numbers. similarly, the european central bank also raised interest rates in july and september."
141,what can i do to protect myself in a recession?,"look at the amount of money that you owe: is there anything that you can do to reduce this burden? in particular, can you reduce the impact of the debt? if you have lots of small regular outgoings that add up, can you clear one or two of these or consolidate the borrowing over a longer repayment period, so that less is going out each month? it may be that the interest rate is higher, but what is the monthly impact? the monthly cash saving may make the extra total interest cost worthwhile. equally important is the other side of the coin - creditors. if you’re struggling, then it’s highly likely that other businesses will be too, which is why your credit control must be tighter than ever. if someone isn’t paying you on time, you may have to stop doing business with them, until the matter is sorted. it might seem counter-intuitive to turn business away when you’re struggling for work but doing work that you might not be paid for is not going to help. you do not want to be dragged down by the failure of another business. improved credit control will reduce risk and improve your cash flow."
142,why you need to look after your liquidity in a recession?,"the label you place on trading conditions is irrelevant, and to be honest, a lot of what you need to do, is good discipline anyway. however, these difficult conditions will definitely drive more focus. we never stop emphasising the need to look after cash, but if you ever needed to look after your liquidity, now is the time. other businesses who are struggling will try to hang on to their cash for longer. the businesses to which you owe money will be looking over their shoulders and demanding payment on time. if you’re late paying, they will be considering whether you are still a “safe bet”, should they put you on “stop” until you have cleared your account, or even consider taking formal action to clear the outstanding balance on your account. essentially everyone – including potential lenders – will be more cautious, which will tighten up the flow of cash generally."
143,what is a recession?,"the economic definition of a recession is a decline in gdp [gross domestic product] for two consecutive quarters - a country’s gdp being the market value of all goods and services produced within that country. we can already see the damage being done to the uk gdp and estimates indicate that this contraction will be deep. it’s entirely possible to have difficult trading conditions without technically being in a recession. for instance, over the last 2 years trading conditions have been made more difficult as a result of the uncertainty around brexit. add on top of that uncertainty the current covid-19 pandemic, and you can see that we will probably be in for a very bumpy ride."
144,how does a recession affect students?,"to begin with, there are much fewer jobs and more widespread unemployment. there is great pressure on new graduates to take up any job, regardless of their interests, education, and aspirations. they feel compelled to opt for further education because they feel higher skills might fetch them jobs and also simply because there seems nothing else to do. they face a lack of financial support from scholarships and aid from graduate schools and the state because of the competition for such support. they end up taking student loans (the great recession of 2010 raised student loan to $1.5 trillion from about $670 billion two years earlier). their families are not able to support them financially because one or more family members are unemployed because of the recession. given the size of student loans and their inability to make regular, substantial repayments, recession graduates end up carrying the debt burden for many years; for some, it often proves to be a life sentence."
