"question_name","question_url","question_views","question_upvotes","question_shares","question_comments","answer","question_date","question_date_url","question_shares_url"
"Do affluent people really eat better than people that are poor?","https://www.quora.com/Do-affluent-people-really-eat-better-than-people-that-are-poor","1.4M views","15.9K upvotes","26 shares","413 comments","I will never forget this and I remember it like it was yesterday.
It was 1981 and I was a starving college student, literally starving. I had just gotten on food stamps and was still buying Pilchard, a disgusting tuna substitute that was much cheaper than tuna. I lived on unbranded peanut butter and saltines many days. In those days you could even get generic corn flakes.
I had a friend who was rich, drove a 280Z to school every day, yada, yada, yada. Invited me to dinner with his folks one day. A free meal!!! I was good to go. It turns out they weren’t expecting me, his mom and dad were sitting in their cluttered kitchen with dirty pots and pans on the stove, steam coming off them, but they invited me to sit with them and eat catch-as-catch-can with them.
I put the fork in my mouth. My head nearly exploded.
It was the most incredible thing I could ever remember eating and this was their “average” dinner together. I couldn’t even imagine what their “real” meals were like. The mother loaded me up with leftovers. They gave me a bottle of Welch’s White Grape Juice. I had never in my life had anything like Welch’s White Grape Juice. It cost almost 5 dollars for a small bottle in 1981. In 1981, 5 dollars was almost my entire weekly food budget. Welch’s White Grape Juice might as well have been gold because I could never afford it on the best day of my life. Nowadays it’s nothing special but back then I was staggered by it.
So yes, compared to poor people, the quality and preparation of food by rich people is not just on another planet, it’s in another galaxy.","","",""
"Do you agree that, out of the three classes of people, namely (1) the rich, (2) middle class and (3) the poor, the most lively life is being lived by the middle class people?","https://www.quora.com/Do-you-agree-that-out-of-the-three-classes-of-people-namely-1-the-rich-2-middle-class-and-3-the-poor-the-most-lively-life-is-being-lived-by-the-middle-class-people","18.6K views","331 upvotes","8 shares","16 comments","There is no doubt that the poor live a miserable life because they lack the basic facilities itself. They have no security of jobs, lack decent home, can’t send their children to good school, can’t take care of the medical expenses when they fall sick and so on.
They would like to escape their poverty as no one wishes to be poor.
Middle class is one who has most of his basic needs satisfied. However, they are not happy or live most lively life because of their craving to become rich.
The middle class people have to work under the rich people and they see the lifestyle of the riches with close distance.
While poor people don’t crave to become rich, because they know it is too difficult, most middle class people aspire to become rich as many of them can achieve this feat.
Given a choice, they would like to become rich.
As far as the rich people are concerned, they have all the material needs satisfied. They always have the option to become poor or middle class, but hardly anyone choose to be so.
Hence, in my opinion, the rich class lives the most lively life, provided of course that the riches have been acquired legally and ethically.","","",""
"How wealthy do you have to be to buy a Bugatti Chiron?","https://www.quora.com/How-wealthy-do-you-have-to-be-to-buy-a-Bugatti-Chiron","385.7K views","3.6K upvotes","22 shares","30 comments","It has to be in the obnoxious category of wealth.
My cousin has a smog business out in the suburbs of Los Angeles. A lot of times I get to see Jay Leno pull into his shop to have his cars smogged. That’s always a treat to see.
However, I got to see a Chiron imported, then transported in a large rectangular container latched onto a special car, to his shop to be smogged.
I can’t complain, I got to turn it on once and hear it roar. It was a cool purple color.
The Chiron is a special car. It’s hard to say that any Bugatti isn’t a special car.
From what I understand, there are about 3 Chiron owners in or near the Los Angeles area. This owner, from what I was told, was from Qatar.
Given the gargantuan expenses involved with transporting this thing across the planet here, and then having it transported by a rig to a smog shop, you have to go through some serious financial hurdles just to get it here.
So it’s one thing to be able to afford this one, which was priced at just a bit above $4 million. You have to be able to pay for all the other things which could easily double the cost of this thing just to own it.
If I had to guess what this person’s home looks like, I wouldn’t shy away from guessing it also costs around $10 million.
Which would make me think that their net worth is in the hundreds of millions of dollars.
But you know what?
Even $4 million doesn’t buy you a cup holder.
How is this guy going to get his Starbucks?
I found the video of the car being taken out of its trailer:","","",""
"Poor/lower class people, when was the moment you realised you weren't as affluent as others?","https://www.quora.com/Poor-lower-class-people-when-was-the-moment-you-realised-you-werent-as-affluent-as-others","246.1K views","5K upvotes","20 shares","105 comments","For me, I learned how poor I was in second grade. We were learning about emergencies and electric fires and what to do in those situations.
Seemingly innocent enough right?
Our teacher had asked a benign question to the class relating to the number of smoke detectors each of us had in our homes. One by one she went around the room and each student in my class answered the question aloud. Some students had one due to small houses, others two and few lucky and obviously more affluent students had three or more in their homes.
When my turn came around, I eagerly answered that we had none, not a single smoke alarm in our home. My teacher, concerned and equally perplexed, inquired what we would do in the event of an electrical fire.
Triumphantly, I replied it was of no concern as we did not have any electricity in our home.
Silence. Deafening silence. It’s one of those silences that one experiences in a dream when everyone suddenly realizes you're naked in a public place. That feeling.
Anyway, she stared at me in a cross between concern and bewilderment.
Immediately I was in the hallway with her and she was inquiring as to how long it had been since our electricity had been shut off.
I told her we’d never had electricity.
She asked if we had our water service.
I said yes, we haul the water from a well every morning before I come to school.
She stared at me in utter disbelief.
Next thing I know we are in the principal’s office and my principal, who was a very large man resembling Mr. Clean in a suit, was explaining to her that my family has no modern conveniences and we live completely off the grid.
Now things became interesting.
We return to class and everyone starts asking how we watch tv.
We don’t.
How do we do laundry?
Laundromat once a week.
How do we keep the milk cold?
We don’t, we drink it as we soon as we are done milking the cow for breakfast. Why would we keep it cold?
How do we stay warm?
We use the stove in the living room filled with the wood we chop.
How do we play video games?
I’ve never seen one before.
And like a light bulb, I realized I was the only person in my class who lived like this.
Suddenly everything clicked for me. All my toys were made by my mom.
All my clothes were the same and never from a store.
I went home after school and worked in our garden.
I went home that day and asked my mom why we did not have the things other kids had.
She laid it out for me.
Her and my Dad were in debt.
They couldn’t afford to have the water lines installed and the electricity ran to our trailer.
The trailer we lived in was the best we could afford.
My dad and my mom were living like this with my brother and I because my dad happened to own the land and didn’t want to sell. It was all they had.
They were homesteading it.
We lived like this because we had no choice.
After that day, I realized I was poor. And that feeling has been with me every day of my life ever since.
I used to go to the bathroom in a fence row because we had no toilet. I got worms because of this as I’d frequently walk barefoot through feces.
We shared bath water as a family and we bathed in a horse trough in our kitchen.
I was seven years old. I had no friends in school and was always treated like I didn’t matter.
And I didn’t.
The poor kid in your class that everyone shunned, that is me.
An innocent question about smoke alarms led to one of the great realizations of my childhood.
I should’ve known sooner how different we lived but I didn’t.
It took this event for it to sink in and I’ve never forgotten it.","","",""
"Does having money allow people to get away with crime in America?","https://www.quora.com/Does-having-money-allow-people-to-get-away-with-crime-in-America","30K views","612 upvotes","23 shares","22 comments","Question: “Does having money allow people to get away with crime in America?”
Yes. Unequivocally, YES!
Look, for example, at the case of Robert H. Richards IV. Here is a headline.
“ Du Pont heir dodged prison for raping 3-year-old daughter after judge ruled he 'would not fare well' behind bars
”
Or look at the case of the actor Robert Blake who murdered his wife.
https://www.history.com/this-day-in-history/robert-blake-acquitted-of-wifes-murder
Or look at the Jeffrey Epstein sex trafficking case.
Epstein is a pervert who molested or had sex with over one hundreds girls as young as 13. https://www.miamiherald.com/news/local/article220097825.html
Or you might want to review the Ethan Couch affluenza case.
Ethan killed four people. ""Affluenza"" case: Ethan Couch, who killed 4 in DUI wreck, set for release
Just up the street from my apartment in Chicago Marshall Berlin, the wealthy Vice Chairman of the I. S. Berlin Publishing Company, threw a metal chair and pushed his nude “girlfriend” to her death through the window of his high rise apartment in the John Hancock Building.
When the police arrived Mr. Berlin was not even there. But his lawyer was. Berlin did not call an ambulance or the police. He called his lawyer!
Berlin refused to answer questions or take a lie detector test. The building windows had to be sent out of state for testing because it was believed that a Chicago or Illinois company could be too easily bribed. Berlin got away with murder. Woman falls from John Hancock Center - Newspapers.com
These are just five of hundreds of cases I could cite where a wealthy man committed murder or child rape and used his wealth and influence to get away with it.
On a smaller scale, I know a guy who because he is a big political campaign contributor is “connected” and cannot be arrested. He routinely violates traffic laws directly in front of cops and they won’t touch him. They recognize his car and very low license plate number and let him do what he wants. He even laughs about it, saying “Watch this” as he does something egregiously illegal right in front of a couple of cops. The one time that I know he was stopped, by some honest cops who did not recognize him, he used his mobile phone to speed dial someone in the mayor’s office and simply handed his phone to the cop. The cop repeatedly said “Yes Sir” to someone on the phone and then repeatedly apologized to Mr. Big for inconveniencing him.
In my town a there is a woman from a prominent family who is a drunk. When she was stopped for drunk driving the cops, rather than arresting and charging her as they would do to you, called the mayor to ask what to do. The mayor drove to the site of the stop, ordered the cops to forget the incident happened, and gave the very drunken woman a ride home. The cops obediently complied.
Why? How do wealthy people get away with crimes?
At every stage of of the crime and the investigation and, if there is one, the trial the wealthy person will be treated very differently than you or I would.
Cops are frightened of wealthy men and reluctant to offend them. The wealthy belong to the same clubs and socialize with and give campaign contributions to the politicians who control whether the cop has a job or not. The wealthy can and do make trouble for anyone who crosses them. And they have more reason to use that influence and call in favors if they have committed a crime.
Many government agencies and police departments restrict access to files concerning politicians, the politically connected, celebrities, and the wealthy. These files are kept in secure areas to which access is severely restricted. As early as the 1970s computer systems at these agencies and departments were configured to block access to these VIP files. Access required special authorization from the top brass. Any attempt to look at them without such approval, for example merely typing in the name of a VIP, would trigger an alarm and start an investigation, not of the VIP, but of the employee who dared to look at the files.
The wealthy have lawyers and fixers on retainer and on speed dial. They pay them enough so that no matter where they are or what hour it is their mouthpieces will show up to protect them. When Marshall Berlin pushed his girlfriend through that high rise window and her body smashed on the pavement Berlin’s lawyer arrived before the cops and was waiting for them.
There are means by which the wealthy can deliberately commit crimes while avoiding prosecution. Wealthy clients frequently ask lawyers, accountants, and bankers: “How can I get away with this?” There are ways to deceptively structure criminal business operations and tax evasion schemes so as to both disguise them and make them so expensive and difficult to trace that prosecution is highly unlikely and a defense is designed in. Law firms and accountants and banks will do this.
The wealthy NEVER talk to cops. Any information the cops get is only obtained through the wealthy man’s lawyer after negotiation.
Unless you are in some place like the Southern District of New York, the local prosecutors are always over worked and out classed by the legal dream teams that defend the wealthy. Thus prosecutors, who have limited office budgets and who retain their jobs based upon their win loss ratios, are very reluctant to even bring a case against the wealthy.
If they do go to trial the wealthy can afford to buy exonerating testimony from “expert witnesses”. When she worked as an attorney for a legal mega-firm my wife kept a list of doctors and experts known to be corrupt whom she referred to as prostitutes for hire. They would sell their services to the highest bidder and say whatever they were paid to say.
The wealthy can select a jury that favors them. They do this by hiring psychologists to advise their attorneys during the jury selection process and expensive private investigators who examine the lives of every potential juror. Thus, before the trial even starts the jury box will already be stacked with jurors who favor the wealthy defendant.
Before a trial even begins the wealthy defendant will have hired a very expensive public relations firm that will not only develop a plan of marketing the defendant to the jury but will attempt to subvert the entire jury pool through a massive marketing campaign.
It is common for wealthy criminal defendants to hire professional wardrobe consultants and image and makeup consultants. What the jury sees on the stand is not the defendant but a professionally trained and made up and costumed actor.
The wealthy who routinely engage in criminal activities or business practices for which they could be prosecuted if caught assiduously culture acquaintances with and offer favors to the power elite and ostentatiously donate a part of their ill gotten gains to the social associations for the wealthy that masquerade as charities. This allows them, if needed, to call in favors or have others testify to their “good character”. Interestingly this protective behavior was originally promoted by the gangster Al Capone and was made mandatory by Chicago’s Lawndale mob which required that their sleazy members all contribute to charities.
The wealthy can avoid prosecution by simply buying off their accuser, paying hundreds of thousands or even millions of dollars to make cases go away. The list of such men is seemingly endless. Donald Trump’s fixer is going to jail for this. But the list of the more notorious includes Harvey Weinstein, Bill O’Reilly, Roger Ailes, and Michael Jackson. The wealthy can simply pay to make charges go away.
Judges are generally white men from the privileged classes. Although they are often hostile to and treat the poor and minorities very badly, they are very deferential towards the wealthy. I have seen these two behaviors from the same judge many times. For example, Judge T. S. Ellis, when sentencing Paul Manafort to less than the minimum recommended sentence, stated that Manafort had “lived an otherwise blameless life”. Manafort had not only lied to the FBI and engaged in witness tampering and committed crimes while awaiting trial but had enriched himself by engaging in tax fraud and bank fraud for thirty years! Judges protect their own social class.
The wealthy can buy District Attorneys and Judges. Doubt this? Look up Operation Greylord in Chicago. Operation Greylord - Wikipedia
. Or read about the Non-Prosecution Agreement that allowed Jeffrey Epstein to avoid a life sentence and stopped the investigation of the other very wealthy men involved with Epstein. Opinion | Nothing about Jeffrey Epstein's deal with prosecutors was remotely normal
Yes. If you have enough of it, money in the United States allows a person to get away with crime. As my attorney wife frequently tells me: “In the United States you can have as much justice as you can pay for”.","","",""
"What are the best arguments for Bitcoin maximalism?","https://www.quora.com/What-are-the-best-arguments-for-Bitcoin-maximalism","15 views","42 shares","1 comment","","Throughout time, something we've seen over & over again is governments/kings/rulers debasing money. And when they debase money this usually leads to a collapse in society.
More recently we've seen this play out in the US, especially since the creation of the Federal Reserve. The government, with the help of the Fed, has printed money consistently, because the supply of money increases this creates inflation (price increases).
Constant inflation is a hidden tax because it steals purchasing power away from people who hold money, and worse, it steals the benefits of price deflation from society that would've been produced by the free market driving down prices via competition.
This inflation also incentivizes speculation and asset bubbles because the value of money/savings decreases it forces people to buy financial assets, which reduces the size of the real economy and increases the size of the financial economy further adding to the problem.
Inflation not only discourages saving but it encourages debt because the debt can be paid back with cheaper money (less purchasing power) in the future. But it gets worse, because wages rarely keep up with rate of inflation the purchasing power or income, not just savings, goes down crushing the standard of living for the poor/middle class.
This toxic stew leads to inevitable social unrest and instability. We're currently seeing this play out in front of our own eyes, and with every additional dollar that is printed we get closer and closer to collapse. Also, since this fiat system of inflation is built on debt, the only way to sustain it is if there is more and more money printed (inflation). IOW more and more theft, bigger government/crony capitalism and less freedom, liberty, free market capitalism.
BUT.….BITCOIN fixes this.
Bitcoin provides base money that can't be manipulated by governments, meaning money can no longer be printed, there's a fixed amount of 21M which is impossible to increase. If this base money is impossible to increase it will eradicate the root cause of all the problems mentioned above and society will reap the benefits.
These benefits include but are not limited to the following which is basically the inverse of the issues created by money printing/inflation.
1. 100% productivity gains enjoyed by society because of % lost by fiat system is eliminated.
2. Money/Savings always increasing in value.
3. Little to no speculation because peoples savings would appreciate at such a rate speculative risk/reward wouldn't make sense.
4. Little to no debt because aggregate increase in societies purchasing power, things people use debt to buy (houses) would dramatically come down in price because of lack of need to speculate and, maybe more so, because no one will want to take on debt knowing they'll have to pay it back with appreciated money.
5. Real economy would increase, financial economy would decrease to a level of insignificance because no one had an incentive to do anything other than save. Also, since you can self custody bitcoin, it would eliminate the need for banks all together, although investment pools may still exist.
6. Global economy would also boom because frictionless, peer to peer, transfer of money increases velocity which decreases need to add to base money with more units (similar to today's ""broad money"" metric) i.e. fractional reserve, not to mention fact bitcoin is divisible, so as the money consistently gained value it could easily fill the credit needs of an expanding economy.
7. The size of government would dramatically shrink because they're no longer able to print money, which would not only reduce current spending but future spending because they can't steal purchasing power via inflation anymore.
This, of course, leads to more freedom, liberty, free markets.
WILL THIS TRANSITION OCCUR? YES, BUT IT’S NOT A MATTER OF IF BUT WHEN. WHY?
This is because history shows us, people always gravitate to the hardest form of money (see Gresham's Law) and there is no form of money as sound/hard as Bitcoin alive currently. This is undebatable if you understand bitcoin.
Additionally, we know all fiat currencies go to zero and we're moving in that direction quickly because of the fact the debt based, theft based, ponzi scheme monetary system we have now requires more and more money printing which makes its demise that much more certain.
If you learned something, hit that UP ARROW and SHARE. You can also follow my space The DeFi Club for more crypto insights and Knowledge.","","",""
"Why do 99% of people fail to understand that if you are born poor, there's a high chance (99.99%) that you will end up the same way when you get older? And that's the key to wealth building. ""Yes, I'm old and poor, and that's a lesson I should have.""","https://www.quora.com/Why-do-99-of-people-fail-to-understand-that-if-you-are-born-poor-theres-a-high-chance-99-99-that-you-will-end-up-the-same-way-when-you-get-older-And-thats-the-key-to-wealth-building-Yes-Im-old-and-poor-and-thats-a","8.3K views","201 upvotes","7 shares","15 comments","Even allowing for normal internet hyperbole, that’s a pretty wild exaggeration. Income mobility varies by country, but if we take the US as an example of a developed country, if you are born in the bottom economic quintile (ie. “poor”) then there is a 43% chance you will remain that way throughout your life. Now, that isn’t great. But it is a long, long way from 99.99%. And, even if the US had perfect income mobility, you would still expect 20% of people born in the bottom quintile to finish up in the bottom quintile.
Curiously, it is almost exactly the same in reverse for the top quintile. If you start in the top fifth, there is a 40% chance you will stay there - roughly double the chance if there was perfect social mobility. But curiously there is no overwhelming pattern to the middle three quintiles. The highest outcome percentage is just 24%, which is your chance of ending up in the fourth quintile if you start in either third or fourth.
Social mobility isn’t great. But it isn’t nearly so dire as you are implying.","","",""
"How do you become rich without becoming an entrepreneur?","https://www.quora.com/How-do-you-become-rich-without-becoming-an-entrepreneur","97.1K views","3.9K upvotes","73 shares","63 comments","Let’s play Monopoly to answer your question!
Remember this famous board game?
Image Source
How do you win the game?
By making every other player bankrupt!
Correct?
The player with most hotels and houses across the board always wins the game!
The same rule applies in life —how do you become rich without owning a business?
By owning assets!
Wealth originates from assets — NOT from a high paying job, NOT from saving money in the bank, NOT from working hard, but from cash flowing assets.
Next time you play Monopoly, prove this lesson with a fun test:
Every player will play by the rules —except you.
You start the game with 10 times more cash than the other players, but you CANNOT buy any properties.
Try it, and tell me who wins the game…
After you prove this on the Monopoly game, ask yourself, how are you playing the game of life?
Are you working to make money or to create wealth?","","",""
"Why didn’t Genghis Khan use the wealth and resources from his conquest to develop Mongolia?","https://www.quora.com/Why-didn-t-Genghis-Khan-use-the-wealth-and-resources-from-his-conquest-to-develop-Mongolia","34K views","345 upvotes","4 shares","20 comments","Of course he did. Or rather his son Ugudei khan did.
Ugudei khan built a beautiful city named Kharkhorum. He invited sculptors and architects from all around the world for this.
Sadly, it was destroyed by Chinese Ming dynasty.","","",""
"Why does the Qatari government suddenly care about following Islamic rules and regulations specifically regarding the World Cup?","https://www.quora.com/Why-does-the-Qatari-government-suddenly-care-about-following-Islamic-rules-and-regulations-specifically-regarding-the-World-Cup","47.4K views","1.1K upvotes","18 shares","107 comments","Qatar has always been a relatively conservative Muslim country.
Qatar practices a madhab (school of thought) in Islam that is more closely aligned with that of Saudi Arabia. The difference is, much like the UAE, Qatar opened up to the outside world much earlier.
I’ve been to Qatar & one of my sisters actually went to university in Qatar. She often said that the local Qataris were more religious than many Iranians. Most abstained from alcohol, prayed daily, visited the mosque on Fridays, and dressed modestly. Even the wealthier students at her university could often be seen dressed like this.
But Qatar is very modern, and given the large and rapidly expanding expatriate population, the locals are relatively tolerant of other faiths & cultures. Qatar is also seeking to grow its international relevance, so they’re walking a tricky tightrope of maintaining their conservative image while also showing that they’re open to foreign business & tourism.
What many people don’t realize is that Qatar is actually playing a very clever game of politics. Qatar is amplifying & publicizing its strict (for the average WC) rules in an attempt to gain respect & prestige in the Muslim world. Many Westerners are looking at the rules with disgust. But many people in the Muslim world & even some conservative Christians are praising Qatar for not backtracking on their religious laws.
Qatar is single-handedly boosting its popularity & influence in the region with limited financial benefit. It’s actually an incredibly smart strategy.","","",""
